0,0,0.000000
1,0,0.000000
2,0,0.000000
3,0,0.000000
4,0,0.000000
5,0,0.000000
6,0,0.000000
7,0,0.000000
8,0,0.000000
9,0,0.000000
10,0,0.000000
11,0,0.000000
12,0,0.000000
13,0,0.000000
14,0,0.000000
15,0,0.000000
16,0,0.000000
17,0,0.000000
18,0,0.000000
19,0,0.000000
20,0,0.000000
21,0,0.000000
22,0,0.000000
23,0,0.000000
24,0,0.000000
25,0,0.000000
26,0,0.000000
27,0,0.000000
28,0,0.000000
29,168,0.002563
30,0,0.000000
31,0,0.000000
32,0,0.000000
33,193,0.002945
34,214,0.003265
35,0,0.000000
36,0,0.000000
37,0,0.000000
38,0,0.000000
39,1033,0.015762
40,0,0.000000
41,0,0.000000
42,667,0.010178
43,0,0.000000
44,1563,0.023849
45,0,0.000000
46,0,0.000000
47,0,0.000000
48,1627,0.024826
49,438,0.006683
50,912,0.013916
51,0,0.000000
52,238,0.003632
53,0,0.000000
54,804,0.012268
55,1239,0.018906
56,189,0.002884
57,0,0.000000
58,0,0.000000
59,400,0.006104
60,271,0.004135
61,0,0.000000
62,608,0.009277
63,91,0.001389
64,373,0.005692
65,0,0.000000
66,619,0.009445
67,0,0.000000
68,277,0.004227
69,144,0.002197
70,0,0.000000
71,525,0.008011
72,95,0.001450
73,212,0.003235
74,305,0.004654
75,528,0.008057
76,0,0.000000
77,0,0.000000
78,380,0.005798
79,136,0.002075
80,161,0.002457
81,458,0.006989
82,446,0.006805
83,205,0.003128
84,0,0.000000
85,0,0.000000
86,0,0.000000
87,268,0.004089
88,1214,0.018524
89,35,0.000534
90,166,0.002533
91,52,0.000793
92,996,0.015198
93,269,0.004105
94,65,0.000992
95,64,0.000977
96,1582,0.024139
97,0,0.000000
98,0,0.000000
99,734,0.011200
100,234,0.003571
101,140,0.002136
102,1714,0.026154
103,272,0.004150
104,111,0.001694
105,34,0.000519
106,474,0.007233
107,1025,0.015640
108,16,0.000244
109,537,0.008194
110,0,0.000000
111,310,0.004730
112,208,0.003174
113,785,0.011978
114,154,0.002350
115,73,0.001114
116,472,0.007202
117,85,0.001297
118,1049,0.016006
119,274,0.004181
120,605,0.009232
121,678,0.010345
122,181,0.002762
123,419,0.006393
124,124,0.001892
125,306,0.004669
126,1850,0.028229
127,336,0.005127
128,50,0.000763
129,1145,0.017471
130,576,0.008789
131,351,0.005356
132,41,0.000626
133,563,0.008591
134,666,0.010162
135,591,0.009018
136,566,0.008636
137,137,0.002090
138,379,0.005783
139,1054,0.016083
140,1118,0.017059
141,481,0.007339
142,426,0.006500
143,23,0.000351
144,1284,0.019592
145,0,0.000000
146,0,0.000000
147,1170,0.017853
148,1528,0.023315
149,31,0.000473
150,52,0.000793
151,377,0.005753
152,1300,0.019836
153,1111,0.016953
154,25,0.000381
155,695,0.010605
156,1339,0.020432
157,409,0.006241
158,20,0.000305
159,106,0.001617
160,509,0.007767
161,606,0.009247
162,774,0.011810
163,240,0.003662
164,242,0.003693
165,0,0.000000
166,703,0.010727
167,391,0.005966
168,541,0.008255
169,170,0.002594
170,0,0.000000
171,158,0.002411
172,0,0.000000
173,991,0.015121
174,557,0.008499
175,48,0.000732
176,0,0.000000
177,171,0.002609
178,182,0.002777
179,481,0.007339
180,378,0.005768
181,0,0.000000
182,305,0.004654
183,0,0.000000
184,195,0.002975
185,103,0.001572
186,309,0.004715
187,0,0.000000
188,163,0.002487
189,84,0.001282
190,466,0.007111
191,139,0.002121
192,174,0.002655
193,167,0.002548
194,0,0.000000
195,144,0.002197
196,921,0.014053
197,104,0.001587
198,4,0.000061
199,464,0.007080
200,277,0.004227
201,183,0.002792
202,0,0.000000
203,0,0.000000
204,334,0.005096
205,350,0.005341
206,286,0.004364
207,119,0.001816
208,0,0.000000
209,745,0.011368
210,0,0.000000
211,222,0.003387
212,363,0.005539
213,0,0.000000
214,64,0.000977
215,104,0.001587
216,307,0.004684
217,0,0.000000
218,0,0.000000
219,0,0.000000
220,0,0.000000
221,0,0.000000
222,0,0.000000
223,208,0.003174
224,0,0.000000
225,0,0.000000
226,0,0.000000
227,0,0.000000
228,33,0.000504
229,7,0.000107
230,0,0.000000
231,0,0.000000
232,0,0.000000
233,0,0.000000
234,0,0.000000
235,0,0.000000
236,6,0.000092
237,0,0.000000
238,0,0.000000
239,0,0.000000
240,0,0.000000
241,0,0.000000
242,0,0.000000
243,0,0.000000
244,0,0.000000
245,0,0.000000
246,0,0.000000
247,0,0.000000
248,0,0.000000
249,0,0.000000
250,0,0.000000
251,0,0.000000
252,0,0.000000
253,0,0.000000
254,0,0.000000
255,0,0.000000
